30,0.42606544254610146
31,0.42776777880143
32,0.41907133333508284
33,0.40910132396316373
34,0.4000515622392836
35,0.3930833575829624
36,0.4147354112185984
37,0.4083483654611971
38,0.4096458134904418
39,0.3892493773212548
40,0.3989365059780502
41,0.3983281484290184
42,0.3914387499149073
43,0.399723445888962
44,0.3800412082198646
45,0.3906192118161835
46,0.38699732771063866
47,0.39760603595692984
48,0.3900525554466269
49,0.38821869755444455
20,0.42101578013237306
21,0.4326815592709386
